"zip","population","city","county"
"14462",718,"Groveland","Livingston"
"14464",7419,"Hamlin","Monroe"
"14466",1526,"Hemlock","Livingston"
"14467",9909,"Henrietta","Monroe"
"14468",17994,"Hilton","Monroe"
"14469",5646,"Bloomfield","Ontario"
"14470",7331,"Holley","Orleans"
"14471",2385,"Honeoye","Ontario"
"14472",9271,"Honeoye Falls","Monroe"
"14475",287,"Ionia","Ontario"
"14476",2270,"Kendall","Orleans"
"14477",1460,"Kent","Orleans"
"14478",1577,"Keuka Park","Yates"
"14480",904,"Lakeville","Livingston"
"14481",1906,"Leicester","Livingston"
"14482",8230,"Le Roy","Genesee"
"14485",3976,"Lima","Livingston"
"14486",462,"Linwood","Genesee"
"14487",5997,"Livonia","Livingston"
"14489",7065,"Lyons","Wayne"
"14502",10551,"Macedon","Wayne"
"14504",1593,"Manchester","Ontario"
"14505",5277,"Marion","Wayne"
"14506",939,"Mendon","Monroe"
"14507",894,"Middlesex","Yates"
"14510",4571,"Mount Morris","Livingston"
"14511",399,"Mumford","Monroe"
"14512",4542,"Naples","Ontario"
"14513",13749,"Newark","Wayne"
"14514",6293,"North Chili","Monroe"
"14516",2338,"North Rose","Wayne"
"14517",2846,"Nunda","Livingston"
"14519",11537,"Ontario","Wayne"
"14521",3077,"Ovid","Seneca"
"14522",9559,"Palmyra","Wayne"
"14525",2524,"Pavilion","Genesee"
"14526",19001,"Penfield","Monroe"
"14527",12835,"Penn Yan","Yates"
"14530",5500,"Perry","Wyoming"
"14532",3998,"Phelps","Ontario"
"14533",2254,"Piffard","Livingston"
"14534",31975,"Pittsford","Monroe"
"14536",599,"Portageville","Wyoming"
"14541",4584,"Romulus","Seneca"
"14543",3145,"Rush","Monroe"
"14544",2280,"Rushville","Yates"
"14545",227,"Scottsburg","Livingston"
"14546",4614,"Scottsville","Monroe"
"14548",4132,"Shortsville","Ontario"
"14550",1256,"Silver Springs","Wyoming"
"14551",5392,"Sodus","Wayne"
"14555",1048,"Sodus Point","Wayne"
"14559",18584,"Spencerport","Monroe"
"14560",2320,"Springwater","Livingston"
"14561",2815,"Stanley","Ontario"
"14564",15359,"Victor","Ontario"
"14568",6241,"Walworth","Wayne"
"14569",5910,"Warsaw","Wyoming"
"14571",1314,"Waterport","Orleans"
"14572",5017,"Wayland","Steuben"
"14580",53593,"Webster","Monroe"
"14586",11848,"West Henrietta","Monroe"
"14589",7502,"Williamson","Wayne"
"14590",5420,"Wolcott","Wayne"
"14591",1556,"Wyoming","Wyoming"
"14604",2536,"Rochester","Monroe"
"14605",11457,"Rochester","Monroe"
"14606",27711,"Rochester","Monroe"
"14607",16880,"Rochester","Monroe"
"14608",11260,"Rochester","Monroe"
"14609",40081,"Rochester","Monroe"
"14610",13373,"Rochester","Monroe"
"14611",17429,"Rochester","Monroe"
"14612",34316,"Rochester","Monroe"
"14613",15375,"Rochester","Monroe"
"14614",1151,"Rochester","Monroe"
"14615",16812,"Rochester","Monroe"
"14616",26935,"Rochester","Monroe"
"14617",21985,"Rochester","Monroe"
"14618",23252,"Rochester","Monroe"
"14619",13788,"Rochester","Monroe"
"14620",23912,"Rochester","Monroe"
"14621",33757,"Rochester","Monroe"
"14622",12906,"Rochester","Monroe"
"14623",24720,"Rochester","Monroe"
"14624",37873,"Rochester","Monroe"
"14625",10051,"Rochester","Monroe"
"14626",29941,"Rochester","Monroe"
"14627",2280,"Rochester","Monroe"
"14701",39214,"Jamestown","Chautauqua"
"14706",6110,"Allegany","Cattaraugus"
"14708",239,"Alma","Allegany"
"14709",1421,"Angelica","Allegany"
"14710",3244,"Ashville","Chautauqua"
"14711",1874,"Belfast","Allegany"
"14712",3051,"Bemus Point","Chautauqua"
"14714",604,"Black Creek","Allegany"
"14715",2585,"Bolivar","Allegany"
"14716",2640,"Brocton","Chautauqua"
"14717",394,"Caneadea","Allegany"
"14718",1899,"Cassadaga","Chautauqua"
"14719",3283,"Cattaraugus","Cattaraugus"
"14720",749,"Celoron","Chautauqua"
"14722",214,"Chautauqua","Chautauqua"
"14723",1098,"Cherry Creek","Chautauqua"
"14724",2723,"Clymer","Chautauqua"
"14726",1980,"Conewango Valley","Cattaraugus"
"14727",5385,"Cuba","Allegany"
"14728",1056,"Dewittville","Chautauqua"
"14729",990,"East Otto","Cattaraugus"
"14731",1291,"Ellicottville","Cattaraugus"
"14733",3655,"Falconer","Chautauqua"
"14735",2900,"Fillmore","Allegany"
"14737",4272,"Franklinville","Cattaraugus"
"14738",3319,"Frewsburg","Chautauqua"
"14739",2421,"Friendship","Allegany"
"14740",1032,"Gerry","Chautauqua"
"14741",1796,"Great Valley","Cattaraugus"
"14742",244,"Greenhurst","Chautauqua"
"14743",1938,"Hinsdale","Cattaraugus"
"14744",2103,"Houghton","Allegany"
"14747",2015,"Kennedy","Chautauqua"
"14748",548,"Kill Buck","Cattaraugus"
"14750",4277,"Lakewood","Chautauqua"
"14752",339,"Lily Dale","Chautauqua"
"14753",1182,"Limestone","Cattaraugus"
"14754",533,"Little Genesee","Allegany"
"14755",3146,"Little Valley","Cattaraugus"
"14757",3371,"Mayville","Chautauqua"
"14760",17567,"Olean","Cattaraugus"
"14767",2224,"Panama","Chautauqua"
"14769",996,"Portland","Chautauqua"
"14770",2761,"Portville","Cattaraugus"
"14772",3995,"Randolph","Cattaraugus"
"14775",2520,"Ripley","Chautauqua"
"14777",673,"Rushford","Allegany"
"14778",1349,"Saint Bonaventure","Cattaraugus"
"14779",6537,"Salamanca","Cattaraugus"
"14781",1782,"Sherman","Chautauqua"
"14782",2272,"Sinclairville","Chautauqua"
"14783",306,"Steamburg","Cattaraugus"
"14784",938,"Stockton","Chautauqua"
"14787",4759,"Westfield","Chautauqua"
"14801",5234,"Addison","Steuben"
"14802",4171,"Alfred","Allegany"
"14803",782,"Alfred Station","Allegany"
"14804",1739,"Almond","Allegany"
"14805",958,"Alpine","Schuyler"
"14806",2060,"Andover","Allegany"
"14807",3070,"Arkport","Steuben"
"14808",514,"Atlanta","Steuben"
"14809",2676,"Avoca","Steuben"
"14810",11673,"Bath","Steuben"
"14812",3200,"Beaver Dams","Schuyler"
"14813",2264,"Belmont","Allegany"
"14814",1883,"Big Flats","Chemung"
"14815",776,"Bradford","Steuben"
"14816",544,"Breesport","Chemung"
"14817",2508,"Brooktondale","Tompkins"
"14818",2029,"Burdett","Schuyler"
"14819",696,"Cameron","Steuben"
"14820",807,"Cameron Mills","Steuben"
"14821",3141,"Campbell","Steuben"
"14822",947,"Canaseraga","Allegany"
"14823",3467,"Canisteo","Steuben"
"14824",639,"Cayuta","Schuyler"
"14825",784,"Chemung","Chemung"
"14826",2271,"Cohocton","Steuben"
"14830",19138,"Corning","Steuben"
"14836",931,"Dalton","Livingston"
"14837",5947,"Dundee","Yates"
"14838",2039,"Erin","Chemung"
"14839",881,"Greenwood","Steuben"
"14840",2730,"Hammondsport","Steuben"
"14841",665,"Hector","Schuyler"
"14842",1111,"Himrod","Yates"
"14843",12447,"Hornell","Steuben"
"14845",20401,"Horseheads","Chemung"
"14846",966,"Hunt","Livingston"
"14847",2375,"Interlaken","Seneca"
"14850",64224,"Ithaca","Tompkins"
"14853",2663,"Ithaca","Tompkins"
"14855",785,"Jasper","Steuben"
"14856",275,"Kanona","Steuben"
"14858",1232,"Lindley","Steuben"
"14859",1076,"Lockwood","Tioga"
"14860",1132,"Lodi","Seneca"
"14861",1153,"Lowman","Chemung"
"14864",961,"Millport","Chemung"
"14865",2784,"Montour Falls","Schuyler"
"14867",5431,"Newfield","Tompkins"
"14869",1276,"Odessa","Schuyler"
"14870",10202,"Painted Post","Steuben"
"14871",5081,"Pine City","Chemung"
"14872",547,"Pine Valley","Chemung"
"14873",2328,"Prattsburgh","Steuben"
"14874",260,"Pulteney","Steuben"
"14877",583,"Rexville","Steuben"
"14878",536,"Rock Stream","Yates"
"14879",2257,"Savona","Steuben"
"14880",1847,"Scio","Allegany"
"14882",3998,"Lansing","Tompkins"
"14883",4808,"Spencer","Tioga"
"14884",284,"Swain","Allegany"
"14885",742,"Troupsburg","Steuben"
"14886",6490,"Trumansburg","Tompkins"
"14889",1580,"Van Etten","Chemung"
"14891",4536,"Watkins Glen","Schuyler"
"14892",7748,"Waverly","Tioga"
"14894",1051,"Wellsburg","Chemung"
"14895",8957,"Wellsville","Allegany"
"14897",772,"Whitesville","Allegany"
"14898",1772,"Woodhull","Steuben"
"14901",15581,"Elmira","Chemung"
"14903",7186,"Elmira","Chemung"
"14904",15109,"Elmira","Chemung"
"14905",8330,"Elmira","Chemung"
